tag-local-identifier,date,timestamp,location-lat,location-long
4570,2016-06-28,2016-06-28 02:00:23.000,42.5252904,21.1141807
4570,2016-06-29,2016-06-29 02:00:23.000,42.5252602,21.1142012
4570,2016-06-30,2016-06-30 02:00:23.000,42.5253248,21.1141723
4570,2016-07-01,2016-07-01 02:00:23.000,42.525273,21.114185
4570,2016-07-02,2016-07-02 02:00:23.000,42.5253495,21.1141834
4570,2016-07-03,2016-07-03 02:00:23.000,42.5252842,21.1141632
4570,2016-07-04,2016-07-04 02:00:23.000,42.525327,21.1141414
4570,2016-07-05,2016-07-05 02:00:23.000,42.5252937,21.114158
4570,2016-07-06,2016-07-06 02:00:23.000,42.5252866,21.1141618
4570,2016-07-07,2016-07-07 02:00:23.000,42.5252947,21.1141648
4570,2016-07-08,2016-07-08 02:00:23.000,42.5252866,21.114162
4570,2016-07-09,2016-07-09 02:00:23.000,42.5252874,21.1141627
4570,2016-07-10,2016-07-10 02:00:23.000,42.5252812,21.1141941
4570,2016-07-11,2016-07-11 02:00:23.000,42.5253022,21.1141759
4570,2016-07-12,2016-07-12 02:00:23.000,42.5252707,21.114167
4570,2016-07-13,2016-07-13 02:00:23.000,42.5253289,21.1141778
4570,2016-07-14,2016-07-14 02:00:23.000,42.5253027,21.1141786
4570,2016-07-15,2016-07-15 02:00:23.000,42.5252813,21.1141412
4570,2016-07-16,2016-07-16 02:00:23.000,42.525295,21.1141868
4570,2016-07-17,2016-07-17 02:00:23.000,42.5253059,21.1141729
4570,2016-07-18,2016-07-18 02:00:23.000,42.5253129,21.114184
4570,2016-07-19,2016-07-19 02:00:23.000,42.525278,21.114167
4570,2016-07-20,2016-07-20 02:00:23.000,42.5253208,21.1141625
4570,2016-07-21,2016-07-21 02:00:23.000,42.5253463,21.1141828
4570,2016-07-22,2016-07-22 02:00:23.000,42.5252836,21.11418
4570,2016-07-23,2016-07-23 02:00:23.000,42.5253174,21.1141555
4570,2016-07-24,2016-07-24 02:00:23.000,42.5227865,21.1145608
4570,2016-07-25,2016-07-25 02:00:23.000,42.524465,21.1105674
4570,2016-07-26,2016-07-26 02:00:23.000,42.5244643,21.110531
4570,2016-07-27,2016-07-27 02:00:23.000,42.5244975,21.1105096
4570,2016-07-28,2016-07-28 02:00:23.000,42.5244686,21.1105031
4570,2016-07-29,2016-07-29 02:00:23.000,42.5244815,21.1105618
4570,2016-07-30,2016-07-30 02:00:23.000,42.5244328,21.1105272
4570,2016-07-31,2016-07-31 02:00:23.000,42.5244273,21.1105163
4570,2016-08-01,2016-08-01 02:00:23.000,42.5244806,21.110542
4570,2016-08-02,2016-08-02 02:00:23.000,42.5229927,21.1099887
4570,2016-08-03,2016-08-03 02:00:23.000,42.5214541,21.1094458
4570,2016-08-04,2016-08-04 02:00:23.000,42.5214577,21.1094534
4570,2016-08-05,2016-08-05 02:00:23.000,42.5214388,21.1094542
4570,2016-08-06,2016-08-06 02:00:23.000,42.5229862,21.1099991
4570,2016-08-07,2016-08-07 02:00:23.000,42.5240208,21.114371
4570,2016-08-08,2016-08-08 02:00:23.000,42.5240476,21.1143686
4570,2016-08-09,2016-08-09 02:00:23.000,42.521435,21.1094498
4570,2016-08-10,2016-08-10 02:00:23.000,42.5214346,21.1094482
4570,2016-08-11,2016-08-11 02:00:23.000,42.5214437,21.1094605
4570,2016-08-12,2016-08-12 02:00:23.000,42.5213831,21.1094598
4570,2016-08-13,2016-08-13 02:00:23.000,42.5214452,21.1094662
4570,2016-08-14,2016-08-14 02:00:23.000,42.3865175,21.4212623
4570,2016-08-15,2016-08-15 02:00:23.000,41.4386481,22.7908593
4570,2016-08-16,2016-08-16 02:00:23.000,41.1348041,24.1915699
4570,2016-08-17,2016-08-17 02:00:23.000,40.8879378,26.239349
4570,2016-08-18,2016-08-18 02:00:23.000,40.9156386,26.2634495
4570,2016-08-19,2016-08-19 02:00:23.000,40.9316083,26.4738909
4570,2016-08-20,2016-08-20 02:00:23.000,39.6148839,28.0032254
4570,2016-08-21,2016-08-21 02:00:23.000,39.5304804,29.4696796
4570,2016-08-22,2016-08-22 02:00:23.000,39.5133121,29.479064
4570,2016-08-23,2016-08-23 02:00:23.000,39.5178396,29.4833149
4570,2016-08-24,2016-08-24 02:00:23.000,39.517658,29.4841553
4570,2016-08-25,2016-08-25 02:00:23.000,39.5171762,29.4855381
4570,2016-08-26,2016-08-26 02:00:23.000,39.5171721,29.4855206
4570,2016-08-27,2016-08-27 02:00:23.000,39.5058917,29.4845339
4570,2016-08-28,2016-08-28 02:00:23.000,39.3987503,28.107053
4570,2016-08-29,2016-08-29 02:00:23.000,39.3948238,28.0979736
